1985 01 16 12 46081.500	 -2.091477765864571e-08	 -8.066518975097404e-09	 -5.563333158980673e-10
1985 01 17 12 46082.500	 -1.432458098711725e-08	 -1.209353232057003e-08	 -5.536419328665457e-10
1985 01 18 12 46083.500	 -7.749681419735637e-09	 -1.342139139390309e-08	 -5.495610098362713e-10
1985 01 19 12 46084.500	 -8.445687736729737e-09	 -8.754861605637213e-09	 -5.431413502745575e-10
1985 01 20 12 46085.500	 -7.323519377107970e-09	 -8.555864967611439e-09	 -5.953722460274134e-10
1985 01 21 12 46086.500	 -4.691371960713106e-10	 -1.902593587870960e-08	 -6.127275346213276e-10
1985 01 22 12 46087.500	  1.279458857270104e-09	 -2.870210373334887e-08	 -6.287579209666636e-10
1985 01 23 12 46088.500	 -1.935654147590617e-09	 -3.632059831573447e-08	 -7.051376329433640e-10
1985 01 24 12 46089.500	 -1.575057562877198e-09	 -3.184370647285822e-08	 -7.482251262772414e-10
1985 01 25 12 46090.500	  5.434894285673972e-09	 -2.516968680447610e-08	 -8.281798729953775e-10
1985 01 26 12 46091.500	  9.801773556316009e-09	 -2.349521751673739e-08	 -8.748355825822942e-10
1985 01 27 12 46092.500	  3.132963319366885e-09	 -3.038667719284956e-08	 -8.701907372170698e-10
1985 01 28 12 46093.500	 -5.202967514100334e-09	 -3.248169492269573e-08	 -8.772153149249020e-10
1985 01 29 12 46094.500	 -1.715661878788308e-08	 -2.501234099211903e-08	 -9.349821023226484e-10
1985 01 30 12 46095.500	 -2.371176677001313e-08	 -1.095289431408508e-08	 -9.418019858259959e-10
1985 01 31 12 46096.500	 -2.762652355521112e-08	 -1.347766656648260e-09	 -9.004759497914321e-10
1985 02 01 12 46097.500	 -2.451806175821002e-08	 -3.107052335410599e-09	 -9.672914738324254e-10
1985 02 02 12 46098.500	 -2.640093057380380e-08	 -1.980329099522553e-09	 -9.664872109426412e-10
1985 02 03 12 46099.500	 -3.117734815828231e-08	  1.150793465668995e-09	 -9.603586878681322e-10
1985 02 04 12 46100.500	 -2.738994276273733e-08	 -1.140197871045229e-09	 -9.606814416998603e-10
1985 02 05 12 46101.500	 -2.100269047133303e-08	 -7.338815021826296e-09	 -1.012578472872599e-09
1985 02 06 12 46102.500	 -1.770771800154975e-08	 -7.562340959565052e-09	 -1.054762701568252e-09
1985 02 07 12 46103.500	 -1.509217396137693e-08	 -4.177154434924988e-09	 -1.069977822994408e-09
1985 02 08 12 46104.500	 -1.397273550937349e-08	 -9.169405961912740e-09	 -1.031602526207744e-09
1985 02 09 12 46105.500	 -1.078367279984114e-08	 -1.186190134035077e-08	 -1.029138295692477e-09
1985 02 10 12 46106.500	 -6.580133033241982e-09	 -1.175343629049468e-08	 -1.053899508347130e-09
1985 02 11 12 46107.500	 -5.532932698732167e-09	 -1.247919658472983e-08	 -1.089500476666769e-09
1985 02 12 12 46108.500	 -9.692356380917272e-09	 -2.007149285643866e-08	 -1.106176632032530e-09
1985 02 13 12 46109.500	 -1.037560515623323e-08	 -1.682973835674618e-08	 -1.138481136535256e-09
1985 02 14 12 46110.500	 -1.263890495208298e-08	 -1.476078182396410e-08	 -1.158158338446377e-09
1985 02 15 12 46111.500	 -1.122182965185289e-08	 -2.486028742142510e-08	 -1.149509799487172e-09
1985 02 16 12 46112.500	 -6.999597045005231e-09	 -3.545325475375474e-08	 -1.155618416514832e-09
1985 02 17 12 46113.500	 -6.695371270356455e-09	 -3.412380692615556e-08	 -1.159649630646999e-09
1985 02 18 12 46114.500	 -1.123599596658502e-08	 -2.761750282269525e-08	 -1.156389253093488e-09
1985 02 19 12 46115.500	 -1.668466142729661e-08	 -2.808395562191370e-08	 -1.203277388958001e-09
1985 02 20 12 46116.500	 -2.134291002038795e-08	 -3.238170314568222e-08	 -1.228795218183274e-09
1985 02 21 12 46117.500	 -1.966184462382387e-08	 -3.512753710637205e-08	 -1.273464163986434e-09
1985 02 22 12 46118.500	 -1.808319331728673e-08	 -3.660554244692972e-08	 -1.295262524086868e-09
1985 02 23 12 46119.500	 -2.016748948206464e-08	 -3.118605303099530e-08	 -1.296726910595540e-09
1985 02 24 12 46120.500	 -2.130374307724330e-08	 -3.197767006025619e-08	 -1.345052732937002e-09
1985 02 25 12 46121.500	 -1.974750840432645e-08	 -3.117501499197234e-08	 -1.336331282304689e-09
1985 02 26 12 46122.500	 -2.038940956246177e-08	 -3.608337430949178e-08	 -1.357413481878360e-09
1985 02 27 12 46123.500	 -2.986863075235730e-08	 -4.087886344152304e-08	 -1.358825443396690e-09
1985 02 28 12 46124.500	 -3.252235859352133e-08	 -4.254996140978421e-08	 -1.311858078797041e-09
1985 03 01 12 46125.500	 -3.018529375415396e-08	 -4.076445167708386e-08	 -1.324311409378373e-09
1985 03 02 12 46126.500	 -2.814003466073238e-08	 -3.590398334658894e-08	 -1.281427575232551e-09
1985 03 03 12 46127.500	 -2.891170406425396e-08	 -3.411315585925548e-08	 -1.253901843952378e-09
1985 03 04 12 46128.500	 -3.515354148650711e-08	 -3.063991211301887e-08	 -1.240580885035706e-09
1985 03 05 12 46129.500	 -4.586894538736994e-08	 -2.457474146326625e-08	 -1.241466716169933e-09
1985 03 06 12 46130.500	 -4.788080037336221e-08	 -2.936018475209952e-08	 -1.221557127900351e-09
1985 03 07 12 46131.500	 -4.169521238833522e-08	 -4.445089421743780e-08	 -1.295512357674333e-09
1985 03 08 12 46132.500	 -3.278997862743417e-08	 -4.434195574352827e-08	 -1.287673327919513e-09
1985 03 09 12 46133.500	 -3.448825279243681e-08	 -4.165007085112669e-08	 -1.317787573319267e-09
1985 03 10 12 46134.500	 -3.648441592138717e-08	 -4.051805189636640e-08	 -1.348278612967697e-09
1985 03 11 12 46135.500	 -3.912269393919299e-08	 -3.843414492430172e-08	 -1.359157602422384e-09
1985 03 12 12 46136.500	 -3.657769316132545e-08	 -3.568899818696931e-08	 -1.335092651061832e-09
1985 03 13 12 46137.500	 -2.495629427800069e-08	 -2.926676601344771e-08	 -1.331160811190240e-09
1985 03 14 12 46138.500	 -1.483485558678566e-08	 -2.458845382080388e-08	 -1.380738216810170e-09
1985 03 15 12 46139.500	 -1.139017520454580e-08	 -2.303130517702420e-08	 -1.385654473166461e-09
1985 03 16 12 46140.500	 -8.986755701392484e-09	 -2.324441832602655e-08	 -1.409101509546440e-09
1985 03 17 12 46141.500	 -5.553017871943358e-09	 -2.506587131159307e-08	 -1.444706892290245e-09
1985 03 18 12 46142.500	 -6.063235921855646e-09	 -3.057093482566871e-08	 -1.423330471675988e-09
1985 03 19 12 46143.500	 -5.415805317664594e-09	 -2.930664141284485e-08	 -1.436926985312564e-09
1985 03 20 12 46144.500	 -5.194083164427068e-09	 -2.278505177534405e-08	 -1.491981091554993e-09
1985 03 21 12 46145.500	 -1.210378298165484e-08	 -1.519571031931554e-08	 -1.560391828803628e-09
1985 03 22 12 46146.500	 -1.632227671487998e-08	 -1.391678506263783e-08	 -1.570759076054894e-09
1985 03 23 12 46147.500	 -1.472375837316778e-08	 -1.465639414275109e-08	 -1.509567383328745e-09
1985 03 24 12 46148.500	 -1.596174147811343e-08	 -1.416904966770567e-08	 -1.475137133388071e-09
1985 03 25 12 46149.500	 -2.174708517121935e-08	 -1.159511196187423e-08	 -1.445967445254590e-09
1985 03 26 12 46150.500	 -2.472818283082820e-08	 -1.165945135120285e-08	 -1.411409746190904e-09
1985 03 27 12 46151.500	 -1.658820117988611e-08	 -2.185892201858869e-08	 -1.408960651756906e-09
1985 03 28 12 46152.500	 -5.248981209267222e-09	 -2.472097609498529e-08	 -1.425198762427950e-09
1985 03 29 12 46153.500	 -3.837020422100780e-09	 -2.381401139786488e-08	 -1.481465972338373e-09
1985 03 30 12 46154.500	 -9.767702238690373e-09	 -2.291351229431746e-08	 -1.480703694350072e-09
1985 03 31 12 46155.500	 -1.890932425372891e-08	 -2.301060975104937e-08	 -1.570379240917907e-09
1985 04 01 12 46156.500	 -2.161149213130003e-08	 -1.955390262080541e-08	 -1.595935119497560e-09
1985 04 02 12 46157.500	 -1.694938240876972e-08	 -1.772757649143850e-08	 -1.604106053037559e-09
1985 04 03 12 46158.500	 -1.412999050328350e-08	 -2.658025349759935e-08	 -1.609417964047276e-09
1985 04 04 12 46159.500	 -1.332971623654589e-08	 -2.928047617108424e-08	 -1.593777229456883e-09
1985 04 05 12 46160.500	 -1.053557188090325e-08	 -2.074227843797307e-08	 -1.566703820787449e-09
1985 04 06 12 46161.500	 -7.187464209343825e-09	 -1.297630273674005e-08	 -1.613975415952857e-09
1985 04 07 12 46162.500	 -3.331228236429541e-09	 -9.371391822129875e-09	 -1.679451245249188e-09
1985 04 08 12 46163.500	  1.593221913233498e-09	 -4.293244510445233e-09	 -1.606782051663284e-09
1985 04 09 12 46164.500	  5.210970339576978e-09	 -1.103627853956333e-08	 -1.622421910867555e-09
1985 04 10 12 46165.500	 -1.045438527983274e-09	 -1.852429334875937e-08	 -1.647717378457767e-09
1985 04 11 12 46166.500	 -5.692576631732467e-09	 -1.618160759787027e-08	 -1.672135879667481e-09
1985 04 12 12 46167.500	 -6.302595597432272e-09	 -7.511579688331644e-09	 -1.673541213798946e-09
1985 04 13 12 46168.500	 -1.122884959699655e-09	 -7.860197865305286e-09	 -1.674301590202809e-09
1985 04 14 12 46169.500	 -2.796945470069300e-09	 -1.129235671825980e-08	 -1.614133904096692e-09
1985 04 15 12 46170.500	 -1.310719984184881e-08	 -1.964238598790050e-08	 -1.617469015103449e-09
1985 04 16 12 46171.500	 -3.087092399047504e-08	 -2.109573402752503e-08	 -1.600025292906884e-09
1985 04 17 12 46172.500	 -3.902723843533477e-08	 -2.405658455282548e-08	 -1.594071228331193e-09
1985 04 18 12 46173.500	 -3.113635953500056e-08	 -2.460756868417894e-08	 -1.611923099813685e-09
1985 04 19 12 46174.500	 -2.244914471822393e-08	 -1.987523308165294e-08	 -1.597018747178304e-09
1985 04 20 12 46175.500	 -1.968018749285406e-08	 -2.300463909610206e-08	 -1.565445986663244e-09
1985 04 21 12 46176.500	 -2.519329248024499e-08	 -2.524262184640642e-08	 -1.593308985348087e-09
1985 04 22 12 46177.500	 -2.546978649710157e-08	 -2.026559705937846e-08	 -1.665848358376567e-09
1985 04 23 12 46178.500	 -1.935629902126326e-08	 -1.277765765493056e-08	 -1.596102879472330e-09
1985 04 24 12 46179.500	 -7.444887152464637e-09	 -1.257206879957388e-08	 -1.540706663756687e-09
1985 04 25 12 46180.500	 -4.587892114259589e-09	 -1.534200417385652e-08	 -1.520284501857415e-09
1985 04 26 12 46181.500	 -9.794884898080890e-09	 -1.629022369864375e-08	 -1.427723819402759e-09
1985 04 27 12 46182.500	 -1.266635007345912e-08	 -2.100653391848728e-08	 -1.521402764879084e-09
1985 04 28 12 46183.500	 -1.506358754328265e-08	 -1.755814931916541e-08	 -1.605777288402191e-09
1985 04 29 12 46184.500	 -1.148344263862465e-08	 -1.429616888052594e-08	 -1.563468525434287e-09
1985 04 30 12 46185.500	 -8.978437902759749e-09	 -1.467608198335903e-08	 -1.564046644841336e-09
1985 05 01 12 46186.500	 -8.723695138033334e-09	 -1.248105089661587e-08	 -1.530334598557762e-09
1985 05 02 12 46187.500	 -9.178122177243134e-09	 -1.179316705281934e-08	 -1.545730567443622e-09
1985 05 03 12 46188.500	 -1.052475633378923e-08	 -1.601293968093376e-08	 -1.527018877997516e-09
1985 05 04 12 46189.500	 -9.714440849101794e-09	 -1.778060326582072e-08	 -1.455205330521266e-09
1985 05 05 12 46190.500	 -1.085168198126033e-08	 -1.946612429152665e-08	 -1.480070189794097e-09
1985 05 06 12 46191.500	 -1.330238662180156e-08	 -1.850561408897787e-08	 -1.509695063826261e-09
1985 05 07 12 46192.500	 -2.095223526328939e-08	 -1.794859657835485e-08	 -1.498615560441912e-09
1985 05 08 12 46193.500	 -3.004989163934698e-08	 -1.852558706344277e-08	 -1.510149180488048e-09
1985 05 09 12 46194.500	 -3.283722318299916e-08	 -2.080810362318322e-08	 -1.468728580464462e-09
1985 05 10 12 46195.500	 -2.913507267440059e-08	 -3.135086571582441e-08	 -1.449713054783452e-09
1985 05 11 12 46196.500	 -3.119664859705124e-08	 -3.551654862814134e-08	 -1.501250440827735e-09
1985 05 12 12 46197.500	 -3.169793817831407e-08	 -2.835840043205032e-08	 -1.421809530211881e-09
1985 05 13 12 46198.500	 -2.640492108264052e-08	 -2.165610573173082e-08	 -1.400684140292981e-09
1985 05 14 12 46199.500	 -1.315275096724013e-08	 -1.372000762254448e-08	 -1.345741431472306e-09
1985 05 15 12 46200.500	 -4.848200217658638e-09	 -3.006131876005320e-09	 -1.273717919324158e-09
1985 05 16 12 46201.500	 -8.723707651941665e-09	 -1.056023235125217e-09	 -1.286137784884207e-09
1985 05 17 12 46202.500	 -1.201770190773576e-08	 -1.051064110606156e-08	 -1.263257570145348e-09
1985 05 18 12 46203.500	 -1.823754937102727e-08	 -1.747378612553902e-08	 -1.266176582909848e-09
1985 05 19 12 46204.500	 -2.278092286390258e-08	 -1.765678939287276e-08	 -1.261641226167566e-09
1985 05 20 12 46205.500	 -2.123094384750503e-08	 -6.766495547259015e-09	 -1.292278728375775e-09
1985 05 21 12 46206.500	 -1.407760964538260e-08	 -2.762361708566079e-09	 -1.210329684679129e-09
1985 05 22 12 46207.500	 -6.233970480260888e-09	 -1.978009810796133e-09	 -1.229747415459127e-09
1985 05 23 12 46208.500	 -3.748276303233296e-10	 -4.794109824471088e-09	 -1.208339343318799e-09
1985 05 24 12 46209.500	 -3.667550860046467e-09	 -8.294753921173260e-09	 -1.248896912442245e-09
1985 05 25 12 46210.500	 -8.410358942192896e-09	 -1.261573901335196e-08	 -1.202747611648642e-09
1985 05 26 12 46211.500	 -5.908908729616829e-09	 -1.984834201509256e-08	 -1.135070396268117e-09
1985 05 27 12 46212.500	 -7.205232467012051e-09	 -2.393490671588332e-08	 -1.109070583568183e-09
1985 05 28 12 46213.500	 -8.613114690532341e-09	 -2.212818883152808e-08	 -1.090221142209160e-09
1985 05 29 12 46214.500	 -1.028769106188643e-08	 -2.488445599682314e-08	 -1.036695717140196e-09
1985 05 30 12 46215.500	 -1.491882345783256e-08	 -1.908526788615050e-08	 -9.911107775013029e-10
1985 05 31 12 46216.500	 -1.718111097136396e-08	 -1.498466214394441e-08	 -9.712283179749782e-10
1985 06 01 12 46217.500	 -1.625290975192166e-08	 -1.857627322984070e-08	 -1.033019563432903e-09
1985 06 02 12 46218.500	 -9.354419362000009e-09	 -1.758612057957371e-08	 -9.900021118814574e-10
1985 06 03 12 46219.500	 -5.610878434347658e-09	 -1.494457355036054e-08	 -9.273036935932118e-10
1985 06 04 12 46220.500	 -9.119869919237776e-09	 -1.372292174057877e-08	 -7.929399263732958e-10
1985 06 05 12 46221.500	 -1.181818330492176e-08	 -1.149461103537234e-08	 -7.937527546883123e-10
1985 06 06 12 46222.500	 -1.307016268864953e-08	 -6.873775142128324e-09	 -7.801939611041770e-10
1985 06 07 12 46223.500	 -9.474036278552601e-09	 -7.322240523578288e-09	 -7.415922327709508e-10
1985 06 08 12 46224.500	 -2.862589036205465e-09	 -1.449965398421035e-08	 -6.982959268157569e-10
1985 06 09 12 46225.500	  2.849144800085690e-09	 -1.861832073040295e-08	 -7.106732280100115e-10
1985 06 10 12 46226.500	  7.392234280009148e-09	 -1.674168850407856e-08	 -6.347067581444722e-10
1985 06 11 12 46227.500	  2.829779994403656e-09	 -1.339340921830998e-08	 -6.168695490921632e-10
1985 06 12 12 46228.500	 -1.741273476645513e-09	 -1.395418674482993e-08	 -5.647316704238282e-10
1985 06 13 12 46229.500	 -4.107719415705139e-09	 -1.343600635078190e-08	 -5.014091324236041e-10
1985 06 14 12 46230.500	 -7.289659948837327e-09	 -1.556977217150374e-08	 -5.576573612484908e-10
1985 06 15 12 46231.500	 -1.082613315076803e-08	 -1.230932614072503e-08	 -5.390535076108852e-10
1985 06 16 12 46232.500	 -6.369727608163583e-09	 -5.952513150356948e-09	 -4.960166744490149e-10
1985 06 17 12 46233.500	  2.565261671692764e-10	 -1.498034295226546e-10	 -4.228381852227782e-10
1985 06 18 12 46234.500	  2.043879760007852e-09	  1.927812168644984e-09	 -4.035564934842403e-10
1985 06 19 12 46235.500	 -2.251261359260946e-10	 -1.149325135636564e-09	 -3.722211591324324e-10
1985 06 20 12 46236.500	 -2.944341727716435e-09	 -6.542608844372539e-09	 -3.704246699905347e-10
1985 06 21 12 46237.500	 -4.815854049968327e-09	 -5.412846763663669e-09	 -3.473684297293584e-10
1985 06 22 12 46238.500	 -5.242851209781225e-09	 -2.734636908461755e-10	 -3.525908972561181e-10
1985 06 23 12 46239.500	 -1.437958274678567e-09	  2.943278180638508e-09	 -3.214008889219662e-10
1985 06 24 12 46240.500	 -1.486044414938945e-09	 -3.003382668840996e-10	 -3.301046264123455e-10
1985 06 25 12 46241.500	 -9.879748325625001e-09	 -3.738592805874044e-10	 -3.687348558711834e-10
1985 06 26 12 46242.500	 -1.445279694319635e-08	  6.875720889063950e-09	 -2.988517715061997e-10
1985 06 27 12 46243.500	 -1.395759140070472e-08	  1.140651556323708e-08	 -3.217569034060594e-10
1985 06 28 12 46244.500	 -1.232627402345955e-08	  1.742941278830414e-08	 -3.153953731367257e-10
1985 06 29 12 46245.500	 -1.257876895870927e-08	  1.879162042850110e-08	 -2.185511563716624e-10
1985 06 30 12 46246.500	 -1.338767044899114e-08	  1.462847120903638e-08	 -2.190394765256302e-10
1985 07 01 12 46247.500	 -7.988948767284542e-09	  7.677516867878687e-09	 -2.074029429628710e-10
1985 07 02 12 46248.500	 -7.244191450058255e-09	 -2.494161736735636e-09	 -2.081064999192348e-10
1985 07 03 12 46249.500	 -1.335210554395873e-08	 -1.046827534791071e-08	 -1.576612859618394e-10
1985 07 04 12 46250.500	 -1.627893688402303e-08	 -1.408918159817185e-08	 -1.869634865470740e-10
1985 07 05 12 46251.500	 -1.607990115418810e-08	 -1.493675891655093e-08	 -1.519152801950897e-10
1985 07 06 12 46252.500	 -2.040787206160849e-08	 -6.421786338817202e-09	 -1.115381903426785e-10
1985 07 07 12 46253.500	 -2.265680865256204e-08	 -2.254323158087527e-09	 -1.133659931740452e-10
1985 07 08 12 46254.500	 -1.429918004203559e-08	  4.282513759270469e-10	 -7.247749661923415e-11
1985 07 09 12 46255.500	  3.190309117561854e-10	 -3.487016348651093e-09	 -4.489306921712736e-11
1985 07 10 12 46256.500	 -4.797033339535340e-10	 -8.791329892588045e-09	 -2.537459125502324e-11
1985 07 11 12 46257.500	 -1.126834121908316e-08	 -3.702566367546791e-09	 -3.971588452831058e-11
1985 07 12 12 46258.500	 -9.081926025653707e-09	 -5.080474670981721e-09	 -3.059576624929282e-11
1985 07 13 12 46259.500	 -1.459104478212770e-09	 -1.319789546919905e-08	 -7.415854966294803e-11
1985 07 14 12 46260.500	  2.293741831139489e-09	 -1.728530939300673e-08	 -2.648851601454341e-11
1985 07 15 12 46261.500	 -1.293825234881891e-09	 -1.706096750181450e-08	 -6.202165293571311e-12
1985 07 16 12 46262.500	 -1.040734182584210e-08	 -4.373996080895110e-09	  5.547381584944826e-11
1985 07 17 12 46263.500	 -1.641795212767782e-08	  4.106945964837767e-09	  3.600823903637415e-11
1985 07 18 12 46264.500	 -1.147762038614835e-08	  6.508607228996567e-09	  8.714521909038351e-11
1985 07 19 12 46265.500	 -3.098497610407626e-09	  3.468676259323461e-10	  4.075145183645251e-11
1985 07 20 12 46266.500	 -1.471331448261097e-09	 -7.529970753537425e-09	  3.500402316160498e-11
1985 07 21 12 46267.500	 -6.220367841110556e-09	 -1.557276615935363e-08	  1.574176141025437e-11
1985 07 22 12 46268.500	 -1.331362687106378e-08	 -1.685573926958761e-08	 -3.530530613332853e-11
1985 07 23 12 46269.500	 -1.720642480335419e-08	 -1.195179530406749e-08	 -4.800511682855454e-11
1985 07 24 12 46270.500	 -1.233789884905470e-08	 -8.301255719212750e-09	  4.778966757946971e-11
1985 07 25 12 46271.500	 -3.137412944417367e-09	 -6.086435451541393e-09	  1.063177829877807e-10
1985 07 26 12 46272.500	  5.142714530666654e-09	 -7.758192815556770e-09	  7.784395505567660e-11
1985 07 27 12 46273.500	  2.734314413271577e-09	 -6.390690394742971e-09	  8.579241534330974e-12
1985 07 28 12 46274.500	  4.408114794927280e-09	 -5.205391342141639e-09	  3.685249683221488e-11
1985 07 29 12 46275.500	  3.952291420197442e-09	 -4.037046628551480e-09	  6.025511138339964e-11
1985 07 30 12 46276.500	 -3.163947127558867e-11	  9.422365997111910e-11	  6.402119852081836e-11
1985 07 31 12 46277.500	 -9.270876354361415e-10	  5.739323398421856e-09	  1.385571197158711e-10
1985 08 01 12 46278.500	  1.847963435578983e-09	 -6.359537836021652e-10	  1.951915111304565e-10
1985 08 02 12 46279.500	 -5.937408392329653e-11	 -7.133513992208420e-09	  2.160107242932819e-10
1985 08 03 12 46280.500	 -2.815986013383092e-09	 -4.655329610095917e-09	  1.793477294608614e-10
1985 08 04 12 46281.500	 -3.573571863810458e-09	 -3.070182810551754e-09	  1.867625590213146e-10
1985 08 05 12 46282.500	 -1.918505745107554e-09	 -3.742132162775879e-09	  1.933178867532660e-10
1985 08 06 12 46283.500	 -8.060895124329519e-10	 -5.342957241786372e-09	  1.816972948320756e-10
1985 08 07 12 46284.500	 -4.641484822909965e-09	 -9.507574141370131e-09	  1.441239836349880e-10
1985 08 08 12 46285.500	 -7.630804393769594e-09	 -1.680209454235560e-08	  1.317167492375244e-10
1985 08 09 12 46286.500	 -7.788760184169870e-09	 -1.438135122126278e-08	  1.584206244245592e-10
1985 08 10 12 46287.500	 -7.843962512613843e-09	 -1.057947737040020e-08	  1.441455621690241e-10
1985 08 11 12 46288.500	 -8.779639780769198e-09	 -8.161546382361875e-09	  1.374468681483856e-10
1985 08 12 12 46289.500	 -1.270415228178450e-08	 -7.241168334951041e-09	  1.492574212576636e-10
1985 08 13 12 46290.500	 -1.567711154454641e-08	 -4.942085920863740e-09	  1.526141314464309e-10
1985 08 14 12 46291.500	 -1.367032432138416e-08	 -4.553675147730118e-09	  1.532086413908919e-10
1985 08 15 12 46292.500	 -1.197806014154883e-08	 -8.158228713666231e-09	  1.221948392652557e-10
1985 08 16 12 46293.500	 -1.132437397733405e-08	 -1.330020900949739e-08	  9.978296113121287e-11
1985 08 17 12 46294.500	 -1.219597809179581e-08	 -1.184267187607987e-08	  1.466080510225745e-10
1985 08 18 12 46295.500	 -7.185047182616030e-09	 -6.450851525088105e-09	  1.113710817085066e-10
1985 08 19 12 46296.500	 -4.951524351627678e-09	 -4.672938479732271e-09	  1.267886735629289e-10
1985 08 20 12 46297.500	 -5.020116024132416e-09	 -9.175876451415108e-09	  6.158412236077283e-11
1985 08 21 12 46298.500	 -4.154097439515690e-09	 -1.374165770312775e-08	  4.050924738723310e-11
1985 08 22 12 46299.500	 -5.770873961140212e-09	 -1.645212959682976e-08	  4.528052041559981e-11
1985 08 23 12 46300.500	 -5.787983800133806e-09	 -1.452069709804401e-08	  7.369519958472008e-11
1985 08 24 12 46301.500	 -4.440364996415693e-09	 -1.009268554545809e-08	  8.368783581020424e-11
1985 08 25 12 46302.500	 -8.357174040540095e-09	 -3.902279662465655e-09	  6.822601503341250e-11
1985 08 26 12 46303.500	 -1.024598945379541e-08	  3.535566054086637e-09	  6.022051776365890e-11
1985 08 27 12 46304.500	 -7.625923588850909e-09	  2.563146885447380e-09	  1.017692278424379e-10
1985 08 28 12 46305.500	 -1.335200117350295e-08	 -4.581651455294760e-10	  1.714052391385908e-10
1985 08 29 12 46306.500	 -2.128033802029064e-08	 -4.421731685878903e-09	  1.872104620814666e-10
1985 08 30 12 46307.500	 -2.014223189532823e-08	 -1.160799681874476e-08	  1.892875138369601e-10
1985 08 31 12 46308.500	 -1.418654801686284e-08	 -1.740757862080103e-08	  1.714983042201472e-10
1985 09 01 12 46309.500	 -1.330260413697959e-08	 -1.591834454133840e-08	  1.327343646979570e-10
1985 09 02 12 46310.500	 -1.429647176836719e-08	 -1.709119852310341e-08	  1.684275550450838e-10
1985 09 03 12 46311.500	 -1.305739423793463e-08	 -1.693371496498616e-08	  2.476363314227587e-10
1985 09 04 12 46312.500	 -1.394941603080227e-08	 -1.937238483042169e-08	  1.903088644104926e-10
1985 09 05 12 46313.500	 -1.621768988699357e-08	 -1.469900503897812e-08	  1.691902308739653e-10
1985 09 06 12 46314.500	 -1.353018617381279e-08	 -5.725321590646144e-09	  2.052194386853854e-10
1985 09 07 12 46315.500	 -1.040825871709507e-08	 -4.388284217613273e-10	  1.774108877742020e-10
1985 09 08 12 46316.500	 -8.030195945849846e-09	 -3.988142860837501e-09	  1.761679725069974e-10
1985 09 09 12 46317.500	 -7.316074830386254e-09	 -1.514671288163022e-08	  2.240808972928710e-10
